datetime,pressure,rotate,vibration,volt
2015-01-01 06:00:00,113.61997542331,389.69957660777,29.7751085314272,164.039258919931
2015-01-01 07:00:00,97.5062031483547,409.788550376751,40.5121602841119,180.325509742052
2015-01-01 08:00:00,97.0872053145083,420.626012218763,33.4209373958764,146.917118642874
2015-01-01 09:00:00,86.4944132754988,426.409610648101,40.2633651136137,164.895416290319
2015-01-01 10:00:00,109.277816118038,471.774230825018,39.9317489530973,174.330071565514
2015-01-01 11:00:00,89.29681229066,430.893352310054,34.6824229428446,135.334851825083
2015-01-01 12:00:00,82.1354501034179,291.886484181476,48.1534680826757,173.477507081256
2015-01-01 13:00:00,106.94437048768,441.605221754681,34.9570432016624,190.724128839117
2015-01-01 14:00:00,113.549808459598,401.542452038381,37.3196431810433,152.468194076151
2015-01-01 15:00:00,80.9225567488324,444.96380496596,37.1910986484146,177.754002581752
2015-01-01 16:00:00,88.0400380117045,381.568026068443,40.5366655750012,177.137056228012
2015-01-01 17:00:00,97.9449915620362,487.091476715161,38.4855966299264,207.183140195441
2015-01-01 18:00:00,105.899581169012,494.473683021899,39.6088247949923,160.588523225152
2015-01-01 19:00:00,114.751381176931,517.77109525458,41.5232654538556,117.203587654014
2015-01-01 20:00:00,99.1230357469652,462.024697534053,43.8184465335111,162.933920217698
2015-01-01 21:00:00,92.9656222533284,533.625848956957,41.4719639239002,160.554720265885
2015-01-01 22:00:00,86.779965184363,421.234817206785,51.4331145413377,161.740108125897
2015-01-01 23:00:00,102.709465100113,425.685880878319,48.2000669626718,150.481724018908
2015-01-02 00:00:00,101.242477366286,476.839333261946,48.2977070326028,163.289411826651
2015-01-02 01:00:00,110.011480556101,557.242001840709,35.0029776638821,150.752449649776
2015-01-02 02:00:00,100.002893124292,350.495927424992,40.8786451009942,167.084241969422
2015-01-02 03:00:00,110.529198922868,409.251448075514,30.6349153619306,163.643644988959
2015-01-02 04:00:00,104.346932114396,450.79934019243,41.3843038617841,161.179874996539
2015-01-02 05:00:00,107.366809450407,494.550639285815,38.4561586615019,189.762132240932
2015-01-02 06:00:00,107.894587366462,609.944087847503,32.8207250416629,179.468474359792
2015-01-02 07:00:00,99.8206159322062,449.485392041909,36.7225241963335,186.719668965169
2015-01-02 08:00:00,94.2442872820575,475.8197127667,35.6703075046048,185.02050159871
2015-01-02 09:00:00,81.0518729728091,439.890093463934,36.7763995829854,149.27670913169
2015-01-02 10:00:00,94.9826808757485,483.270441920228,32.5179695278691,173.134543421985
2015-01-02 11:00:00,97.0833954069046,354.393836391528,35.6618071471893,218.089457421236
2015-01-02 12:00:00,116.811040378092,444.717750601401,36.4612840279334,175.645438477702
2015-01-02 13:00:00,102.991289526433,494.029772223095,43.7574827330428,184.034608080419
2015-01-02 14:00:00,90.6116218753089,544.126012180246,32.9094230603152,183.410916286639
2015-01-02 15:00:00,110.112022674966,404.817053739844,30.3414732862808,119.932995785772
2015-01-02 16:00:00,86.4250492960085,495.246603012348,44.5182449543674,169.941412258332
2015-01-02 17:00:00,118.003219376748,402.818274999037,49.1985862728747,167.434434759386
2015-01-02 18:00:00,105.999538805794,437.487714674393,48.5141721527879,149.458103116044
2015-01-02 19:00:00,89.7663612016642,475.237194430458,39.7608743036916,168.539178807145
2015-01-02 20:00:00,88.0005669952761,449.003756971598,38.6662534575192,163.21842310531
2015-01-02 21:00:00,95.629002220737,381.668455110315,37.186833681085,163.330683903112
2015-01-02 22:00:00,98.4886908237059,495.038088999115,40.3125481259539,185.913278945392
2015-01-02 23:00:00,101.106557729211,432.044752597243,38.3629058455535,209.602517618238
2015-01-03 00:00:00,100.9021529929,411.309288447695,39.8167185275893,185.03205506187
2015-01-03 01:00:00,107.798902732915,454.96873807291,44.1428463858985,152.840578343659
2015-01-03 02:00:00,114.557442564446,495.496492665771,37.2099930626978,177.856499472318
2015-01-03 03:00:00,94.7213240718076,463.310642573021,38.4826054231912,190.296311094385
2015-01-03 04:00:00,103.68292855488,430.232510426627,30.541997674361,162.437359898321
2015-01-03 05:00:00,100.151051411238,467.185132285086,42.0741083944527,164.305264273562
2015-01-03 06:00:00,101.272142740382,450.436799383895,35.9882092309653,160.89653454354
2015-01-03 07:00:00,110.980899890642,427.185688299898,43.8999606932641,181.604357538089
2015-01-03 08:00:00,92.9495384336884,427.403230514752,34.720531594674,182.490981463463
2015-01-03 09:00:00,79.2644794381843,439.356169400427,38.9066132208201,172.265556603861
2015-01-03 10:00:00,95.3368676680125,424.855257705183,40.3287520856301,147.66547560578
2015-01-03 11:00:00,98.7972014855704,497.741648577818,37.363636227609,177.257365583684
2015-01-03 12:00:00,108.115601189993,319.248643501651,31.8432113544693,138.648129411403
2015-01-03 13:00:00,98.9372065897419,486.028540072898,43.5687465386797,175.721974780335
2015-01-03 14:00:00,96.6842740037365,455.858806587511,38.9538817049922,157.355269335985
2015-01-03 15:00:00,101.40090718516,503.182410339837,33.6620934963626,191.819312140869
2015-01-03 16:00:00,112.24749244067,439.015655993408,44.9724866245151,175.515125432945
2015-01-03 17:00:00,94.804419849037,458.841073812083,43.862049139845,168.558891366405
2015-01-03 18:00:00,120.689614749334,456.745891628419,32.6764133017275,170.825439630866
2015-01-03 19:00:00,114.650284563891,460.072461479982,36.850397454836,179.147197934436
2015-01-03 20:00:00,77.3026960931913,504.16092945088,39.191716378576,171.050279775609
2015-01-03 21:00:00,82.0163636007826,518.212154846373,51.5634037749811,158.43148062695
2015-01-03 22:00:00,93.4894004385693,475.246197447956,36.765274855103,152.348672692888
2015-01-03 23:00:00,109.440698768344,550.697566796693,38.2893943907925,162.370686746389
2015-01-04 00:00:00,118.239744371548,448.087880605455,44.0616908574372,181.0431944878
2015-01-04 01:00:00,95.1197797633159,364.901341546678,37.7390969019171,154.324397468845
2015-01-04 02:00:00,93.5719670248231,387.656278112651,34.7962781304924,142.840901690515
2015-01-04 03:00:00,108.866847362802,469.415276612174,42.1621609866366,155.782111181645
2015-01-04 04:00:00,109.544608096515,441.477107675866,44.3816266359013,165.324144284956
